Step,Value
1220,-45.0
1221,-44.48124694824219
1222,-31.203319549560547
1223,-35.185585021972656
1224,-5.481246471405029
1225,-17.0
1226,-0.3842105269432068
1227,-15.83684253692627
1228,-26.570526123046875
1229,-10.141051292419434
1230,-12.0
1231,-32.0
1232,-28.12331771850586
1233,-22.937002182006836
1234,-20.05177116394043
1235,-6.051772117614746
1236,-7.923351764678955
1237,-9.384210586547852
1238,-6.318088531494141
1239,-8.570525169372559
1240,-35.0
1241,-52.96453094482422
1242,-36.0
1243,-32.0
1244,-48.0
1245,-41.38420867919922
1246,-17.91722869873047
1247,-9.570525169372559
1248,-16.98226547241211
1249,-5.318088531494141
1250,-33.93700408935547
1251,-41.83684158325195
1252,-43.38420867919922
1253,-53.81910705566406
1254,-41.48124694824219
1255,-46.570526123046875
1256,-43.40736770629883
1257,-41.154930114746094
1258,-49.0
1259,-45.0
1260,-47.0
1261,-48.0
1262,-46.38420867919922
1263,-47.48124694824219
1264,-48.0
1265,-44.0
1266,-51.366477966308594
1267,-42.0
1268,-9.711576461791992
1269,-42.0
1270,-47.0
1271,-43.38420867919922
1272,-47.81910705566406
1273,-45.48124694824219
1274,-48.20331954956055
1275,-45.0
1276,-43.006507873535156
1277,-43.0
1278,-43.48124694824219
1279,-48.570526123046875
1280,-44.0
1281,-43.673683166503906
1282,-58.98226547241211
1283,-48.0
1284,-45.570526123046875
1285,-42.83684158325195
1286,-40.48124694824219
1287,-41.570526123046875
1288,-47.81910705566406
1289,-41.48124694824219
1290,-45.53302001953125
1291,-41.570526123046875
1292,-50.05177307128906
1293,-49.20331954956055
1294,-46.0
1295,-50.0
1296,-43.0
1297,-42.43598175048828
1298,-53.84772491455078
1299,-48.4635124206543
1300,-37.673683166503906
1301,-50.0
1302,-47.0
1303,-31.31808853149414
1304,-35.62229919433594
1305,-53.4635124206543
1306,-45.570526123046875
1307,-54.98226547241211
1308,-45.4635124206543
1309,-46.0
1310,-46.38420867919922
1311,-65.4457778930664
1312,-42.0
1313,-54.81910705566406
1314,-36.24420928955078
1315,-49.98226547241211
1316,-40.40736770629883
1317,-51.38963317871094
1318,-61.96453094482422
1319,-49.0
1320,-50.05177307128906
1321,-43.33894729614258
1322,-44.0
1323,-46.0
1324,-35.83684158325195
1325,-50.0
1326,-45.0
1327,-51.81910705566406
1328,-44.38420867919922
1329,-45.0
1330,-48.0
1331,-47.0
1332,-34.48124694824219
1333,1.845069408416748
1334,-44.93700408935547
1335,-43.83684158325195
1336,-49.366477966308594
1337,-46.0401611328125
1338,-55.4635124206543
1339,-42.0
1340,-60.552791595458984
1341,-38.0
1342,-47.15805435180664
1343,-43.90947341918945
1344,-43.38420867919922
1345,-44.954734802246094
1346,-43.48124694824219
1347,-41.48124694824219
1348,-42.0
1349,-43.0
1350,-44.38420867919922
1351,-47.38420867919922
1352,-41.0
1353,-46.0
1354,-40.83684158325195
1355,-50.0
1356,-46.0
1357,-44.31808853149414
