================================================================================
IQN TRAINING RESULTS - 20000 EPOCHS
================================================================================
Generated: 2026-01-20 17:30:33
Model Type: iqn
Epochs: 20000
Number of Agents: 1
================================================================================

Epoch-by-Epoch Results:
--------------------------------------------------------------------------------
Epoch    Total Loss      Reward      
758      0.687534        20.00       
759      0.579250        0.00        
760      0.534531        20.00       
761      0.500963        20.00       
762      0.511560        0.00        
763      0.641406        30.00       
764      0.637105        0.00        
765      0.663569        30.00       
766      0.614090        10.00       
767      0.561023        10.00       
768      0.626841        10.00       
769      0.677709        20.00       
770      0.665868        10.00       
771      0.581433        0.00        
772      0.634083        10.00       
773      0.516396        10.00       
774      0.629098        20.00       
775      0.603149        0.00        
776      0.519264        20.00       
777      0.640371        20.00       
778      0.627608        40.00       
779      0.641361        10.00       
780      0.578679        30.00       
781      0.618217        40.00       
782      0.688021        40.00       
783      0.600140        0.00        
784      0.701247        50.00       
785      0.548150        20.00       
786      0.572333        10.00       
787      0.678438        30.00       
788      0.520110        20.00       
789      0.593493        10.00       
790      0.640564        10.00       
791      0.558499        10.00       
792      0.566938        20.00       
793      0.762980        50.00       
794      0.641837        60.00       
795      0.616939        20.00       
796      0.817239        70.00       
797      0.621640        40.00       
798      0.765564        50.00       
799      0.692108        10.00       
800      0.759591        10.00       
801      0.711428        20.00       
802      0.799591        20.00       
803      0.596022        40.00       
804      0.613974        40.00       
805      0.783851        20.00       
806      0.593427        10.00       
807      0.746570        20.00       
808      0.702895        0.00        
809      0.712402        10.00       
810      0.568628        30.00       
811      0.630015        10.00       
812      0.694210        0.00        
813      0.757168        -1.00       
814      0.648463        28.00       
815      0.543006        10.00       
816      0.635573        49.00       
817      0.638960        29.00       
818      0.712469        10.00       
819      0.654241        60.00       
820      0.640180        10.00       
821      0.663455        0.00        
822      0.688405        30.00       
823      0.691393        10.00       
824      0.597108        10.00       
825      0.822651        10.00       
826      0.670575        50.00       
827      0.884199        0.00        
828      0.631132        10.00       
829      0.807746        60.00       
830      0.702611        20.00       
831      0.791013        20.00       
832      0.718945        40.00       
833      0.687590        70.00       
834      0.707549        40.00       
835      0.626032        30.00       
836      0.765048        20.00       
837      0.814790        7.00        
838      0.588253        -6.00       
839      0.584526        -22.00      
840      0.610049        -22.00      
841      0.697683        -56.00      
842      0.536278        -33.00      
843      0.679955        -12.00      
844      0.714597        -55.00      
845      0.642997        41.00       
846      0.831550        35.00       
847      0.657151        10.00       
848      0.663125        30.00       
849      0.791676        40.00       
850      0.744742        59.00       
851      0.647186        10.00       
852      0.808712        20.00       
853      0.686075        10.00       
854      0.621203        10.00       
855      0.724302        10.00       
856      0.765371        30.00       
857      0.743197        20.00       
858      0.745585        30.00       
859      0.619269        20.00       
860      0.863543        -30.00      
861      0.620028        -27.00      
862      0.551404        20.00       
863      0.774330        40.00       
864      0.739121        30.00       
865      0.669074        20.00       
866      0.782201        70.00       
867      0.753384        29.00       
868      0.706282        10.00       
869      0.672694        20.00       
870      0.810336        40.00       
871      0.668957        20.00       
872      0.704400        10.00       
873      0.676614        20.00       
874      0.699029        20.00       
875      0.656330        10.00       
876      0.726066        0.00        
877      0.637245        0.00        
878      0.692521        30.00       
879      0.797148        30.00       
880      0.673108        30.00       
881      0.760284        40.00       
882      0.749857        20.00       
883      0.802570        20.00       
884      0.638888        30.00       
885      0.720453        80.00       
886      0.683092        40.00       
887      0.717355        50.00       
888      0.775785        10.00       
889      0.696962        0.00        
890      0.673138        30.00       
891      0.728577        20.00       
892      0.684815        70.00       
893      0.733898        40.00       
894      0.717527        50.00       
895      0.704329        10.00       
896      0.854021        70.00       
897      0.743001        10.00       
898      0.835457        0.00        
899      0.716870        50.00       
900      0.602027        10.00       
901      0.647936        20.00       
902      0.673084        10.00       
903      0.601487        30.00       
904      0.825862        20.00       
905      0.694076        40.00       
906      0.539210        40.00       
907      0.854919        20.00       
908      0.605377        30.00       
909      0.813899        30.00       
910      0.645736        0.00        
911      0.665382        10.00       
912      0.703093        20.00       
913      0.653084        20.00       
914      0.739576        40.00       
915      0.654571        10.00       
916      0.624355        10.00       
917      0.662746        20.00       
918      0.713732        40.00       
919      0.672478        10.00       
920      0.670771        50.00       
921      0.721419        0.00        
922      0.701525        40.00       
923      0.570620        40.00       
924      0.571524        20.00       
925      0.633821        20.00       
926      0.652053        30.00       
927      0.641437        30.00       
928      0.621417        20.00       
929      0.612708        0.00        
930      0.599298        20.00       
931      0.606740        10.00       
932      0.516659        20.00       
933      0.652747        40.00       
934      0.633354        30.00       
935      0.696772        30.00       
936      0.688073        10.00       
937      0.738675        20.00       
938      0.681424        10.00       
939      0.616721        30.00       
940      0.660160        20.00       
941      0.671326        10.00       
942      0.699095        70.00       
943      0.621752        20.00       
944      0.656073        40.00       
945      0.625445        20.00       
946      0.728846        30.00       
947      0.769993        40.00       
948      0.641023        20.00       
949      0.636420        60.00       
950      0.626752        10.00       
951      0.631923        50.00       
952      0.630198        40.00       
953      0.650853        39.00       
954      0.628063        40.00       
955      0.679504        29.00       
956      0.763595        20.00       
957      0.747321        10.00       
958      0.783406        30.00       
959      0.682722        20.00       
960      0.690509        20.00       
961      0.691783        30.00       
962      0.737615        80.00       
963      0.622822        10.00       
964      0.724438        20.00       
965      0.868517        30.00       
966      0.688623        10.00       
967      0.686317        0.00        
968      0.681385        30.00       
969      0.745943        60.00       
970      0.697547        50.00       
971      0.632660        20.00       
972      0.584770        0.00        
973      0.633240        10.00       
974      0.640402        40.00       
975      0.658878        10.00       
976      0.592654        49.00       
977      0.633981        9.00        
978      0.656140        10.00       
979      0.631636        -3.00       
980      0.548611        50.00       
981      0.734302        10.00       
982      0.647791        28.00       
983      0.800496        50.00       
984      0.639962        10.00       
985      0.689505        0.00        
986      0.620178        30.00       
987      0.645858        40.00       
988      0.665920        20.00       
989      0.658398        40.00       
990      0.649215        20.00       
991      0.719530        40.00       
992      0.631884        10.00       
993      0.668200        20.00       
994      0.592248        10.00       
995      0.655560        50.00       
996      0.662475        20.00       
997      0.681550        20.00       
998      0.571555        10.00       
999      0.610751        50.00       
1000     0.616094        80.00       
1001     0.650820        50.00       
1002     0.714440        60.00       
1003     0.866707        20.00       
1004     0.731814        10.00       
1005     0.758391        0.00        
1006     0.757868        30.00       
1007     0.659703        0.00        
1008     0.762903        10.00       
1009     0.811189        0.00        
1010     0.801240        0.00        
1011     0.915122        0.00        
1012     0.762367        20.00       
