================================================================================
CPC TRAINING RESULTS - 1000 EPOCHS
================================================================================
Generated: 2026-01-20 16:33:31
Model Type: ppo_lstm_cpc
Epochs: 1000
CPC Start Epoch: 10
CPC Memory Bank Size: 1000
Number of Agents: 1
================================================================================

Epoch-by-Epoch Results:
--------------------------------------------------------------------------------
Epoch    Total Loss      CPC Loss        Reward       Mem Bank  
527      0.000000        0.000000        12.00        0/1000    
528      0.000000        0.000000        76.00        0/1000    
529      0.000000        0.000000        27.00        0/1000    
530      0.000000        0.000000        79.00        0/1000    
531      0.000000        0.000000        38.00        0/1000    
532      0.000000        0.000000        70.00        0/1000    
533      0.000000        0.000000        31.00        0/1000    
534      0.000000        0.000000        5.00         0/1000    
535      0.000000        0.000000        104.00       0/1000    
536      0.000000        0.000000        68.00        0/1000    
537      0.000000        0.000000        57.00        0/1000    
538      0.000000        0.000000        76.00        0/1000    
539      0.000000        0.000000        97.00        0/1000    
540      0.000000        0.000000        103.00       0/1000    
541      0.000000        0.000000        77.00        0/1000    
542      0.000000        0.000000        90.00        0/1000    
543      0.000000        0.000000        42.00        0/1000    
544      0.000000        0.000000        49.00        0/1000    
545      0.000000        0.000000        36.00        0/1000    
546      0.000000        0.000000        70.00        0/1000    
547      0.000000        0.000000        56.00        0/1000    
548      0.000000        0.000000        65.00        0/1000    
549      0.000000        0.000000        61.00        0/1000    
550      0.000000        0.000000        48.00        0/1000    
551      0.000000        0.000000        73.00        0/1000    
552      0.000000        0.000000        98.00        0/1000    
553      0.000000        0.000000        86.00        0/1000    
554      0.000000        0.000000        28.00        0/1000    
555      0.000000        0.000000        28.00        0/1000    
556      0.000000        0.000000        81.00        0/1000    
557      0.000000        0.000000        76.00        0/1000    
558      0.000000        0.000000        27.00        0/1000    
559      0.000000        0.000000        57.00        0/1000    
560      0.000000        0.000000        72.00        0/1000    
561      0.000000        0.000000        74.00        0/1000    
562      0.000000        0.000000        38.00        0/1000    
563      0.000000        0.000000        11.00        0/1000    
564      0.000000        0.000000        58.00        0/1000    
565      0.000000        0.000000        98.00        0/1000    
566      0.000000        0.000000        69.00        0/1000    
567      0.000000        0.000000        83.00        0/1000    
568      0.000000        0.000000        86.00        0/1000    
569      0.000000        0.000000        78.00        0/1000    
570      0.000000        0.000000        55.00        0/1000    
571      0.000000        0.000000        60.00        0/1000    
572      0.000000        0.000000        41.00        0/1000    
573      0.000000        0.000000        54.00        0/1000    
574      0.000000        0.000000        76.00        0/1000    
575      0.000000        0.000000        2.00         0/1000    
576      0.000000        0.000000        62.00        0/1000    
577      0.000000        0.000000        75.00        0/1000    
578      0.000000        0.000000        26.00        0/1000    
579      0.000000        0.000000        28.00        0/1000    
580      0.000000        0.000000        75.00        0/1000    
581      0.000000        0.000000        51.00        0/1000    
582      0.000000        0.000000        67.00        0/1000    
583      0.000000        0.000000        86.00        0/1000    
